bert_match_type,llm_match_type,eth_match_type,bert_label_gold,bert_gold_start,bert_gold_end,bert_gold_text,bert_sentence
M,M,N,sdrug,37.0,53.0,insulin glargine,Investigator’s causality: related to insulin glargine; Not related to Omacor (fish oil)/ PlaceboNo causality assessment for Optipen was reported.
N,C,N,drug,30.0,42.0,beta-blocker,"It appears unlikely that this beta-blocker was the cause for triggering hypoglycaemia, especially because the heart rate was 84 bpm when the emergency physician arrived; however, a cumulative effect of the different substances with a hypoglycaemic potential (ACE inhibitor, beta-blocker, and tramadol) was possible."
C,M,N,ae,72.0,85.0,hypoglycaemia,"It appears unlikely that this beta-blocker was the cause for triggering hypoglycaemia, especially because the heart rate was 84 bpm when the emergency physician arrived; however, a cumulative effect of the different substances with a hypoglycaemic potential (ACE inhibitor, beta-blocker, and tramadol) was possible."
M,N,N,lab,110.0,131.0,heart rate was 84 bpm,"It appears unlikely that this beta-blocker was the cause for triggering hypoglycaemia, especially because the heart rate was 84 bpm when the emergency physician arrived; however, a cumulative effect of the different substances with a hypoglycaemic potential (ACE inhibitor, beta-blocker, and tramadol) was possible."
N,N,N,ae,234.0,247.0,hypoglycaemic,"It appears unlikely that this beta-blocker was the cause for triggering hypoglycaemia, especially because the heart rate was 84 bpm when the emergency physician arrived; however, a cumulative effect of the different substances with a hypoglycaemic potential (ACE inhibitor, beta-blocker, and tramadol) was possible."
C,C,N,drug,259.0,272.0,ACE inhibitor,"It appears unlikely that this beta-blocker was the cause for triggering hypoglycaemia, especially because the heart rate was 84 bpm when the emergency physician arrived; however, a cumulative effect of the different substances with a hypoglycaemic potential (ACE inhibitor, beta-blocker, and tramadol) was possible."
N,M,N,sdrug,292.0,300.0,tramadol,"It appears unlikely that this beta-blocker was the cause for triggering hypoglycaemia, especially because the heart rate was 84 bpm when the emergency physician arrived; however, a cumulative effect of the different substances with a hypoglycaemic potential (ACE inhibitor, beta-blocker, and tramadol) was possible."
M,M,N,age,14.0,25.0,51 year old,"It concerns a 51 year old male patient (patient number: 5080530) who developed night sweats, fever of unclear origin, rash and sarcoidosis whilst enrolled in RABBIT, long-term observation of treatment with biologics in rheumatoid arthritis."
M,M,N,sex,26.0,30.0,male,"It concerns a 51 year old male patient (patient number: 5080530) who developed night sweats, fever of unclear origin, rash and sarcoidosis whilst enrolled in RABBIT, long-term observation of treatment with biologics in rheumatoid arthritis."
M,M,N,ae,79.0,91.0,night sweats,"It concerns a 51 year old male patient (patient number: 5080530) who developed night sweats, fever of unclear origin, rash and sarcoidosis whilst enrolled in RABBIT, long-term observation of treatment with biologics in rheumatoid arthritis."
M,M,N,ae,93.0,116.0,fever of unclear origin,"It concerns a 51 year old male patient (patient number: 5080530) who developed night sweats, fever of unclear origin, rash and sarcoidosis whilst enrolled in RABBIT, long-term observation of treatment with biologics in rheumatoid arthritis."
M,M,N,ae,118.0,122.0,rash,"It concerns a 51 year old male patient (patient number: 5080530) who developed night sweats, fever of unclear origin, rash and sarcoidosis whilst enrolled in RABBIT, long-term observation of treatment with biologics in rheumatoid arthritis."
M,M,N,ae,127.0,138.0,sarcoidosis,"It concerns a 51 year old male patient (patient number: 5080530) who developed night sweats, fever of unclear origin, rash and sarcoidosis whilst enrolled in RABBIT, long-term observation of treatment with biologics in rheumatoid arthritis."
N,N,N,medical history,219.0,239.0,rheumatoid arthritis,"It concerns a 51 year old male patient (patient number: 5080530) who developed night sweats, fever of unclear origin, rash and sarcoidosis whilst enrolled in RABBIT, long-term observation of treatment with biologics in rheumatoid arthritis."
C,N,N,lab,62.0,104.0,white blood cell count of 103.51 x 10e3/mm,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,N,N,lab,106.0,142.0,reference range: 4.80 -10.00 x103/mm,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,M,N,lab,145.0,167.0,hemoglobin of 2.9 g/dL,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,N,N,lab,169.0,201.0,reference range: 12.0 -16.0 g/dL,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,M,N,lab,206.0,233.0,hematocrit of 11 percentage,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,N,N,lab,235.0,259.0,reference range: 37 - 47,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,M,N,lab,264.0,293.0,platelet count of 86 x10e3/mm,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,N,N,lab,295.0,330.0,reference range: 130 - 400 x10e3/mm,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,M,N,lab,333.0,365.0,prothrombin time of 35.6 seconds,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
N,N,N,lab,377.0,403.0,range: 12.1 - 14.1 seconds,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,M,N,lab,408.0,431.0,potassium of 7.3 mmol/L,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,N,N,lab,433.0,466.0,reference range: 3.5 - 5.0 mmol/L,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
C,M,N,lab,471.0,494.0,bicarbonate of 4 mmol/L,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
M,N,N,lab,496.0,505.0,reference,"It included the following: Laboratory investigations showed a white blood cell count of 103.51 x 10e3/mm (reference range: 4.80 -10.00 x103/mm), hemoglobin of 2.9 g/dL (reference range: 12.0 -16.0 g/dL), a hematocrit of 11 percentage (reference range: 37 - 47), a platelet count of 86 x10e3/mm (reference range: 130 - 400 x10e3/mm), prothrombin time of 35.6 seconds (reference range: 12.1 - 14.1 seconds), a potassium of 7.3 mmol/L (reference range: 3.5 - 5.0 mmol/L), a bicarbonate of 4 mmol/L (reference"
C,C,N,dose,32.0,64.0,maximum 4 tablets of Diaperal MR,"It is recommended to administer maximum 4 tablets of Diaperal MR, 100mg of Tramadol in 4-6 hours, 10mg of Flonidan once daily, up to 3g of Duomox in 2-3 doses and maximum 1g of Zinnat in not complicated gonorrhea."
M,N,N,dose,66.0,71.0,100mg,"It is recommended to administer maximum 4 tablets of Diaperal MR, 100mg of Tramadol in 4-6 hours, 10mg of Flonidan once daily, up to 3g of Duomox in 2-3 doses and maximum 1g of Zinnat in not complicated gonorrhea."
C,N,N,temporal,87.0,96.0,4-6 hours,"It is recommended to administer maximum 4 tablets of Diaperal MR, 100mg of Tramadol in 4-6 hours, 10mg of Flonidan once daily, up to 3g of Duomox in 2-3 doses and maximum 1g of Zinnat in not complicated gonorrhea."
C,N,N,dose,98.0,102.0,10mg,"It is recommended to administer maximum 4 tablets of Diaperal MR, 100mg of Tramadol in 4-6 hours, 10mg of Flonidan once daily, up to 3g of Duomox in 2-3 doses and maximum 1g of Zinnat in not complicated gonorrhea."
C,N,N,dose,127.0,135.0,up to 3g,"It is recommended to administer maximum 4 tablets of Diaperal MR, 100mg of Tramadol in 4-6 hours, 10mg of Flonidan once daily, up to 3g of Duomox in 2-3 doses and maximum 1g of Zinnat in not complicated gonorrhea."
N,C,N,dose,149.0,158.0,2-3 doses,"It is recommended to administer maximum 4 tablets of Diaperal MR, 100mg of Tramadol in 4-6 hours, 10mg of Flonidan once daily, up to 3g of Duomox in 2-3 doses and maximum 1g of Zinnat in not complicated gonorrhea."
C,N,N,dose,163.0,173.0,maximum 1g,"It is recommended to administer maximum 4 tablets of Diaperal MR, 100mg of Tramadol in 4-6 hours, 10mg of Flonidan once daily, up to 3g of Duomox in 2-3 doses and maximum 1g of Zinnat in not complicated gonorrhea."
C,C,N,mae,41.0,69.0,headaches were getting worse,It was after that that I noticed that my headaches were getting worse.
C,C,N,lab,46.0,68.0,sugar levels decreased,It was also reported that the patient has had sugar levels decreased on several occasions (blood glucose decreased).
N,N,N,ae,49.0,71.0,difficulty remembering,It was also reported that the patient was having difficulty remembering his home address.
M,N,N,status,33.0,48.0,fully recovered,"It was assessed that the patient fully recovered from these events, but no further information was provided."
N,M,N,ae,61.0,70.0,diarrhoea,"It was clarified that the earlier reported events colectomy, diarrhoea and constipation occurred prior to Aimovig exposure and were part of the patient's medical history."
M,N,N,ae,48.0,80.0,behavior disorder agitation type,"It was concluded that the patient had presented behavior disorder agitation type and oral hetero-aggressiveness, in a context of moderate stage mixed dementia which should be moderate because of high sociocultural level aggravated by drug iatrogenic factor and by anxious depressive syndrome."
M,N,N,ae,85.0,111.0,oral hetero-aggressiveness,"It was concluded that the patient had presented behavior disorder agitation type and oral hetero-aggressiveness, in a context of moderate stage mixed dementia which should be moderate because of high sociocultural level aggravated by drug iatrogenic factor and by anxious depressive syndrome."
M,N,N,ae,129.0,158.0,moderate stage mixed dementia,"It was concluded that the patient had presented behavior disorder agitation type and oral hetero-aggressiveness, in a context of moderate stage mixed dementia which should be moderate because of high sociocultural level aggravated by drug iatrogenic factor and by anxious depressive syndrome."
M,N,N,ae,264.0,291.0,anxious depressive syndrome,"It was concluded that the patient had presented behavior disorder agitation type and oral hetero-aggressiveness, in a context of moderate stage mixed dementia which should be moderate because of high sociocultural level aggravated by drug iatrogenic factor and by anxious depressive syndrome."
